//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM8901_B0C_T_U_CB_SN002
//Part Number (Chip ID): AM8901 B0C
//Chip Model: Chiarlo 8901 EDGE PAM
//DUT Test GUI Version Number: Rev. A1.00.287
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 02-03-2010 13:50:43
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\XS\PAM\AM8901 Spec Test\GSM\AM8901_B0C_Reg27_X3_Quadband_Nominal_LB.script
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
40	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	34.005614	33.994687	29.600273	-4.389727	0.767228	3.495845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.020v_ramp.txt	2/3/2010	14:02:50	No comments(this is a filler only).
40	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	33.818699	33.80786	29.591612	-4.358388	0.769918	3.495906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.020v_ramp.txt	2/3/2010	14:02:52	No comments(this is a filler only).
40	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	34.587746	34.576984	29.700365	-4.319635	0.771889	3.495903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.020v_ramp.txt	2/3/2010	14:02:54	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
41	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	32.90187	32.890597	29.321758	-4.668242	0.743705	3.495864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.000v_ramp.txt	2/3/2010	14:03:06	No comments(this is a filler only).
41	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	32.71248	32.701296	29.311199	-4.638801	0.746166	3.495997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.000v_ramp.txt	2/3/2010	14:03:08	No comments(this is a filler only).
41	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	33.453367	33.442264	29.41976	-4.60024	0.748102	3.496031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.000v_ramp.txt	2/3/2010	14:03:10	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
42	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	31.892018	31.880404	29.057084	-4.932916	0.72184	3.496113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.980v_ramp.txt	2/3/2010	14:03:22	No comments(this is a filler only).
42	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	31.635688	31.624187	29.044553	-4.905447	0.725613	3.496012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.980v_ramp.txt	2/3/2010	14:03:24	No comments(this is a filler only).
42	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	32.362707	32.351281	29.15163	-4.86837	0.727008	3.496061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.980v_ramp.txt	2/3/2010	14:03:26	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
43	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	30.853083	30.841188	28.809411	-5.180589	0.704783	3.496127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.960v_ramp.txt	2/3/2010	14:03:38	No comments(this is a filler only).
43	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	30.712871	30.701055	28.798624	-5.151376	0.706242	3.496137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.960v_ramp.txt	2/3/2010	14:03:40	No comments(this is a filler only).
43	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	31.360845	31.349124	28.904258	-5.115742	0.708672	3.496172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.960v_ramp.txt	2/3/2010	14:03:42	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
44	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	29.86542	29.853142	28.530272	-5.459728	0.682776	3.496072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.940v_ramp.txt	2/3/2010	14:03:54	No comments(this is a filler only).
44	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	29.673781	29.661613	28.521547	-5.428453	0.685802	3.496094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.940v_ramp.txt	2/3/2010	14:03:56	No comments(this is a filler only).
44	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	30.374163	30.362057	28.62489	-5.39511	0.686123	3.496091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.940v_ramp.txt	2/3/2010	14:03:58	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
45	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	28.857013	28.844409	28.267286	-5.722714	0.665079	3.496262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.920v_ramp.txt	2/3/2010	14:04:10	No comments(this is a filler only).
45	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	28.663845	28.651351	28.256423	-5.693577	0.66789	3.496253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.920v_ramp.txt	2/3/2010	14:04:12	No comments(this is a filler only).
45	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	29.376297	29.363848	28.358628	-5.661372	0.667229	3.496156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.920v_ramp.txt	2/3/2010	14:04:14	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
46	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	27.92483	27.911874	28.005064	-5.984936	0.647002	3.496313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.900v_ramp.txt	2/3/2010	14:04:25	No comments(this is a filler only).
46	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	27.790959	27.778088	27.992814	-5.957186	0.648291	3.496294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.900v_ramp.txt	2/3/2010	14:04:28	No comments(this is a filler only).
46	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	28.470398	28.457592	28.099775	-5.920225	0.648599	3.496292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.900v_ramp.txt	2/3/2010	14:04:30	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
47	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	21.744718	21.728777	26.018403	-7.971597	0.525808	3.496708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.800v_ramp.txt	2/3/2010	14:04:41	No comments(this is a filler only).
47	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	21.612495	21.596661	26.000965	-7.949035	0.526902	3.496727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.800v_ramp.txt	2/3/2010	14:04:44	No comments(this is a filler only).
47	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	22.172588	22.156794	26.103313	-7.916687	0.525859	3.496597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.800v_ramp.txt	2/3/2010	14:04:46	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
48	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	16.614267	16.594695	23.958393	-10.031607	0.428202	3.497111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.700v_ramp.txt	2/3/2010	14:04:57	No comments(this is a filler only).
48	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	16.531661	16.512202	23.941988	-10.008012	0.428727	3.497047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.700v_ramp.txt	2/3/2010	14:04:59	No comments(this is a filler only).
48	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	16.85298	16.833608	24.024868	-9.995132	0.42864	3.497175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.700v_ramp.txt	2/3/2010	14:05:02	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
49	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	11.346702	11.321627	21.226396	-12.763604	0.334231	3.497222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.600v_ramp.txt	2/3/2010	14:05:13	No comments(this is a filler only).
49	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	11.200414	11.175634	21.201284	-12.748716	0.336631	3.497359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.600v_ramp.txt	2/3/2010	14:05:15	No comments(this is a filler only).
49	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.94	0	0	-8.37	849	3.5	3	0	0	1	0	0	0	1	0	11.551793	11.52678	21.274829	-12.745171	0.331955	3.497472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.600v_ramp.txt	2/3/2010	14:05:18	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
50	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.91	0	0	-8.33	824	3.5	3	0	0	1	0	0	0	1	0	9.034301	9.005579	19.646865	-14.343135	0.291767	3.497484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.550v_ramp.txt	2/3/2010	14:05:29	No comments(this is a filler only).
50	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8901\AM8901_B0C_v027.map	Polar EDGE	SSSZ1111	L1B	LBIn	-33.87	0	0	-8.35	837	3.5	3	0	0	1	0	0	0	1	0	8.97025	8.941674	19.61809	-14.33191	0.291912	3.497458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	120	b	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.0.550v_ramp.txt	2/3/2010	14:05:31	No comments(this is a filler only).
